SEQID	qualifiers_product_list	number_product
PAQ88969.barcode67	NAPAA	1
PAQ88969.barcode67	NI-siderophore	2
PAQ88969.barcode67	NRP-metallophore	1
PAQ88969.barcode67	NRPS	3
PAQ88969.barcode67	NRPS-like	2
PAQ88969.barcode67	PKS-like	1
PAQ88969.barcode67	RiPP-like	3
PAQ88969.barcode67	T1PKS	4
PAQ88969.barcode67	T2PKS	2
PAQ88969.barcode67	T3PKS	1
PAQ88969.barcode67	butyrolactone	2
PAQ88969.barcode67	ectoine	1
PAQ88969.barcode67	hydrogen-cyanide	1
PAQ88969.barcode67	indole	1
PAQ88969.barcode67	lanthipeptide-class-i	1
PAQ88969.barcode67	lanthipeptide-class-ii	3
PAQ88969.barcode67	lanthipeptide-class-iv	2
PAQ88969.barcode67	linaridin	1
PAQ88969.barcode67	melanin	1
PAQ88969.barcode67	other	1
PAQ88969.barcode67	terpene	6
PAQ88969.barcode67	terpene-precursor	3
PAQ88969.barcode69	NAPAA	1
PAQ88969.barcode69	NI-siderophore	1
PAQ88969.barcode69	T3PKS	1
PAQ88969.barcode69	betalactone	1
PAQ88969.barcode69	terpene	1
PAQ88969.barcode69	terpene-precursor	1
PAQ88969.barcode70	NAPAA	1
PAQ88969.barcode70	NI-siderophore	1
PAQ88969.barcode70	NRPS-like	1
PAQ88969.barcode70	T3PKS	1
PAQ88969.barcode70	amglyccycl	1
PAQ88969.barcode70	betalactone	1
PAQ88969.barcode70	terpene	1
PAQ88969.barcode70	terpene-precursor	1
PAQ88969.barcode72	NI-siderophore	1
PAQ88969.barcode72	NRPS	2
PAQ88969.barcode72	T3PKS	1
PAQ88969.barcode72	azole-containing-RiPP	1
PAQ88969.barcode72	betalactone	1
PAQ88969.barcode72	cyclic-lactone-autoinducer	1
PAQ88969.barcode72	lassopeptide	1
PAQ88969.barcode72	terpene	2
PAQ88969.barcode72	terpene-precursor	1
PAQ88969.barcode75	NAPAA	2
PAQ88969.barcode75	NI-siderophore	1
PAQ88969.barcode75	NRPS-like	1
PAQ88969.barcode75	RRE-containing	1
PAQ88969.barcode75	T3PKS	1
PAQ88969.barcode75	betalactone	1
PAQ88969.barcode75	terpene	1
PAQ88969.barcode75	terpene-precursor	1
PAQ88969.barcode76	NI-siderophore	1
PAQ88969.barcode76	NRPS	6
PAQ88969.barcode76	NRPS-like	2
PAQ88969.barcode76	RRE-containing	1
PAQ88969.barcode76	RiPP-like	2
PAQ88969.barcode76	T1PKS	4
PAQ88969.barcode76	ectoine	1
PAQ88969.barcode76	terpene	2
PAQ88969.barcode76	terpene-precursor	1
PAQ88969.barcode76	transAT-PKS-like	1
PAQ88969.barcode78	NI-siderophore	1
PAQ88969.barcode78	NRP-metallophore	1
PAQ88969.barcode78	NRPS	4
PAQ88969.barcode78	RiPP-like	3
PAQ88969.barcode78	T1PKS	1
PAQ88969.barcode78	azole-containing-RiPP	1
PAQ88969.barcode78	betalactone	1
PAQ88969.barcode78	lanthipeptide-class-i	1
PAQ88969.barcode78	lanthipeptide-class-ii	1
PAQ88969.barcode78	lassopeptide	1
PAQ88969.barcode78	terpene	1
PAQ88969.barcode78	terpene-precursor	1
PAQ88969.barcode79	NI-siderophore	1
PAQ88969.barcode79	NRPS	2
PAQ88969.barcode79	RiPP-like	1
PAQ88969.barcode79	T3PKS	1
PAQ88969.barcode79	azole-containing-RiPP	1
PAQ88969.barcode79	betalactone	1
PAQ88969.barcode79	cyclic-lactone-autoinducer	1
PAQ88969.barcode79	lassopeptide	1
PAQ88969.barcode79	terpene	2
PAQ88969.barcode79	terpene-precursor	1
PAQ88969.barcode80	NI-siderophore	1
PAQ88969.barcode80	NRPS	2
PAQ88969.barcode80	NRPS-like	1
PAQ88969.barcode80	T3PKS	1
PAQ88969.barcode80	azole-containing-RiPP	1
PAQ88969.barcode80	terpene	2
PAQ88969.barcode81	HR-T2PKS	1
PAQ88969.barcode81	NI-siderophore	1
PAQ88969.barcode81	NRP-metallophore	1
PAQ88969.barcode81	NRPS	1
PAQ88969.barcode81	arylpolyene	1
PAQ88969.barcode81	azole-containing-RiPP	1
PAQ88969.barcode81	terpene-precursor	1
PAQ88969.barcode83	NI-siderophore	1
PAQ88969.barcode83	T3PKS	1
PAQ88969.barcode83	betalactone	1
PAQ88969.barcode83	hydrogen-cyanide	1
PAQ88969.barcode83	resorcinol	1
PAQ88969.barcode83	terpene	1
PAQ88969.barcode83	terpene-precursor	2
PAQ88969.barcode84	CDPS	3
PAQ88969.barcode84	NAPAA	2
PAQ88969.barcode84	NI-siderophore	4
PAQ88969.barcode84	NRPS	8
PAQ88969.barcode84	NRPS-like	4
PAQ88969.barcode84	RiPP-like	1
PAQ88969.barcode84	T1PKS	8
PAQ88969.barcode84	T2PKS	2
PAQ88969.barcode84	T3PKS	1
PAQ88969.barcode84	butyrolactone	2
PAQ88969.barcode84	hglE-KS	1
PAQ88969.barcode84	hydrogen-cyanide	1
PAQ88969.barcode84	lanthipeptide-class-i	1
PAQ88969.barcode84	lanthipeptide-class-iii	1
PAQ88969.barcode84	melanin	1
PAQ88969.barcode84	redox-cofactor	1
PAQ88969.barcode84	terpene	8
PAQ88969.barcode84	terpene-precursor	2
PAQ88969.barcode85	T3PKS	1
PAQ88969.barcode85	terpene	2
PAQ88969.barcode85	terpene-precursor	2
PAQ88969.barcode86	NI-siderophore	1
PAQ88969.barcode86	NRPS	2
PAQ88969.barcode86	NRPS-like	1
PAQ88969.barcode86	RiPP-like	1
PAQ88969.barcode86	T3PKS	1
PAQ88969.barcode86	betalactone	1
PAQ88969.barcode86	cyclic-lactone-autoinducer	1
PAQ88969.barcode86	lassopeptide	1
PAQ88969.barcode86	terpene	1
PAQ88969.barcode86	terpene-precursor	1
PAQ88969.barcode87	NI-siderophore	1
PAQ88969.barcode87	NRPS	1
PAQ88969.barcode87	T3PKS	1
PAQ88969.barcode87	cyclic-lactone-autoinducer	1
PAQ88969.barcode87	lanthipeptide-class-ii	1
PAQ88969.barcode87	opine-like-metallophore	1
PAQ88969.barcode87	terpene	1
PAQ88969.barcode87	terpene-precursor	1
PAQ88969.barcode89	NAGGN	1
PAQ88969.barcode89	NRP-metallophore	2
PAQ88969.barcode89	NRPS	3
PAQ88969.barcode89	NRPS-like	1
PAQ88969.barcode89	RiPP-like	3
PAQ88969.barcode89	arylpolyene	1
PAQ88969.barcode89	betalactone	2
PAQ88969.barcode89	hydrogen-cyanide	1
PAQ88969.barcode89	redox-cofactor	1
PAQ88969.barcode89	terpene-precursor	1
PAQ88969.barcode89	transAT-PKS	1
PAQ88969.barcode90	NAPAA	1
PAQ88969.barcode90	NI-siderophore	1
PAQ88969.barcode90	RRE-containing	1
PAQ88969.barcode90	betalactone	1
PAQ88969.barcode90	ectoine	1
PAQ88969.barcode90	terpene	1
PAQ88969.barcode90	terpene-precursor	1
PAQ88969.barcode91	NAPAA	1
PAQ88969.barcode91	NI-siderophore	1
PAQ88969.barcode91	NRPS-like	1
PAQ88969.barcode91	T3PKS	1
PAQ88969.barcode91	betalactone	1
PAQ88969.barcode91	terpene-precursor	1
PAQ88969.barcode94	NRP-metallophore	1
PAQ88969.barcode94	NRPS	10
PAQ88969.barcode94	NRPS-like	1
PAQ88969.barcode94	T1PKS	1
PAQ88969.barcode94	betalactone	1
PAQ88969.barcode94	cyclic-lactone-autoinducer	3
PAQ88969.barcode94	lanthipeptide-class-i	3
PAQ88969.barcode94	lassopeptide	1
PAQ88969.barcode94	proteusin	1
PAQ88969.barcode94	ranthipeptide	1
PAQ88969.barcode94	terpene-precursor	2
PAQ88969.barcode94	transAT-PKS	1
PAQ88969.barcode95	NI-siderophore	2
PAQ88969.barcode95	NRP-metallophore	1
PAQ88969.barcode95	NRPS	2
PAQ88969.barcode95	NRPS-like	2
PAQ88969.barcode95	RiPP-like	2
PAQ88969.barcode95	arylpolyene	1
PAQ88969.barcode95	betalactone	1
PAQ88969.barcode95	ectoine	1
PAQ88969.barcode95	hserlactone	1
PAQ88969.barcode95	hydrogen-cyanide	2
PAQ88969.barcode95	isocyanide	1
PAQ88969.barcode95	redox-cofactor	1
PAQ88969.barcode95	terpene-precursor	1
PAQ88969.barcode95	transAT-PKS	1
PAQ88969.barcode96	indole	1
PAQ89233.barcode02	NRPS	3
PAQ89233.barcode04	NAGGN	1
PAQ89233.barcode04	NI-siderophore	1
PAQ89233.barcode04	NRP-metallophore	1
PAQ89233.barcode04	NRPS	2
PAQ89233.barcode04	NRPS-like	2
PAQ89233.barcode04	RiPP-like	3
PAQ89233.barcode04	arylpolyene	1
PAQ89233.barcode04	betalactone	1
PAQ89233.barcode04	hydrogen-cyanide	1
PAQ89233.barcode04	ranthipeptide	1
PAQ89233.barcode04	redox-cofactor	2
PAQ89233.barcode04	terpene-precursor	1
PAQ89233.barcode05	NAGGN	1
PAQ89233.barcode05	NI-siderophore	1
PAQ89233.barcode05	NRP-metallophore	1
PAQ89233.barcode05	NRPS	2
PAQ89233.barcode05	NRPS-like	2
PAQ89233.barcode05	RiPP-like	3
PAQ89233.barcode05	arylpolyene	1
PAQ89233.barcode05	betalactone	1
PAQ89233.barcode05	hydrogen-cyanide	1
PAQ89233.barcode05	ranthipeptide	1
PAQ89233.barcode05	redox-cofactor	2
PAQ89233.barcode05	terpene-precursor	1
PAQ89233.barcode07	NAGGN	1
PAQ89233.barcode07	NI-siderophore	1
PAQ89233.barcode07	NRP-metallophore	1
PAQ89233.barcode07	NRPS	2
PAQ89233.barcode07	NRPS-like	1
PAQ89233.barcode07	RiPP-like	2
PAQ89233.barcode07	arylpolyene	1
PAQ89233.barcode07	betalactone	1
PAQ89233.barcode07	hydrogen-cyanide	2
PAQ89233.barcode07	ranthipeptide	1
PAQ89233.barcode07	redox-cofactor	2
PAQ89233.barcode07	terpene-precursor	1
PAQ89233.barcode09	NI-siderophore	1
PAQ89233.barcode09	NRPS	2
PAQ89233.barcode09	T3PKS	1
PAQ89233.barcode09	azole-containing-RiPP	1
PAQ89233.barcode09	betalactone	1
PAQ89233.barcode09	lassopeptide	1
PAQ89233.barcode09	terpene	2
PAQ89233.barcode09	terpene-precursor	1
PAQ89233.barcode10	NAPAA	1
PAQ89233.barcode10	NI-siderophore	2
PAQ89233.barcode10	NRP-metallophore	1
PAQ89233.barcode10	NRPS	6
PAQ89233.barcode10	NRPS-like	1
PAQ89233.barcode10	PKS-like	1
PAQ89233.barcode10	RiPP-like	3
PAQ89233.barcode10	T1PKS	3
PAQ89233.barcode10	T2PKS	2
PAQ89233.barcode10	T3PKS	2
PAQ89233.barcode10	azole-containing-RiPP	1
PAQ89233.barcode10	butyrolactone	2
PAQ89233.barcode10	ectoine	1
PAQ89233.barcode10	hydrogen-cyanide	1
PAQ89233.barcode10	lanthipeptide-class-iv	2
PAQ89233.barcode10	melanin	1
PAQ89233.barcode10	other	1
PAQ89233.barcode10	terpene	8
PAQ89233.barcode10	terpene-precursor	1
PAQ89233.barcode12	NRPS	4
PAQ89233.barcode12	NRPS-like	2
PAQ89233.barcode12	hydrogen-cyanide	1
PAQ89233.barcode12	ranthipeptide	1
PAQ89233.barcode12	transAT-PKS-like	1
PAQ89233.barcode13	NI-siderophore	1
PAQ89233.barcode13	NRPS	11
PAQ89233.barcode13	NRPS-like	2
PAQ89233.barcode13	PKS-like	1
PAQ89233.barcode13	RRE-containing	1
PAQ89233.barcode13	T3PKS	1
PAQ89233.barcode13	cyclic-lactone-autoinducer	3
PAQ89233.barcode13	lassopeptide	1
PAQ89233.barcode13	phosphonate	1
PAQ89233.barcode13	proteusin	1
PAQ89233.barcode13	terpene-precursor	2
PAQ89233.barcode13	transAT-PKS	2
PAQ89233.barcode13	transAT-PKS-like	3
PAQ89233.barcode14	NRPS	3
PAQ89233.barcode14	NRPS-like	1
PAQ89233.barcode14	T3PKS	1
PAQ89233.barcode14	phosphonate	1
PAQ89233.barcode14	terpene	2
PAQ89233.barcode14	terpene-precursor	1
PAQ89233.barcode15	CDPS	1
PAQ89233.barcode15	NRP-metallophore	1
PAQ89233.barcode15	NRPS	4
PAQ89233.barcode15	PKS-like	1
PAQ89233.barcode15	T3PKS	2
PAQ89233.barcode15	betalactone	1
PAQ89233.barcode15	other	1
PAQ89233.barcode15	ranthipeptide	1
PAQ89233.barcode15	sactipeptide	2
PAQ89233.barcode15	terpene	2
PAQ89233.barcode15	terpene-precursor	2
PAQ89233.barcode15	transAT-PKS	1
PAQ89233.barcode16	NI-siderophore	1
PAQ89233.barcode16	NRPS	6
PAQ89233.barcode16	NRPS-like	1
PAQ89233.barcode16	betalactone	1
PAQ89233.barcode16	cyclic-lactone-autoinducer	3
PAQ89233.barcode16	lanthipeptide-class-i	1
PAQ89233.barcode16	lassopeptide	1
PAQ89233.barcode16	phosphonate	1
PAQ89233.barcode16	proteusin	1
PAQ89233.barcode16	terpene	1
PAQ89233.barcode16	terpene-precursor	2
PAQ89233.barcode16	transAT-PKS	1
PAQ89233.barcode17	NI-siderophore	1
PAQ89233.barcode17	NRPS	10
PAQ89233.barcode17	NRPS-like	2
PAQ89233.barcode17	PKS-like	1
PAQ89233.barcode17	RRE-containing	1
PAQ89233.barcode17	T3PKS	1
PAQ89233.barcode17	cyclic-lactone-autoinducer	1
PAQ89233.barcode17	lanthipeptide-class-i	1
PAQ89233.barcode17	lassopeptide	1
PAQ89233.barcode17	phosphonate	3
PAQ89233.barcode17	proteusin	1
PAQ89233.barcode17	terpene-precursor	2
PAQ89233.barcode17	transAT-PKS	4
PAQ89233.barcode18	NAGGN	1
PAQ89233.barcode18	NRP-metallophore	2
PAQ89233.barcode18	NRPS	4
PAQ89233.barcode18	NRPS-like	2
PAQ89233.barcode18	RiPP-like	4
PAQ89233.barcode18	arylpolyene	1
PAQ89233.barcode18	azole-containing-RiPP	1
PAQ89233.barcode18	betalactone	1
PAQ89233.barcode18	butyrolactone	1
PAQ89233.barcode18	ectoine	1
PAQ89233.barcode18	hydrogen-cyanide	3
PAQ89233.barcode18	isocyanide	1
PAQ89233.barcode18	redox-cofactor	1
PAQ89233.barcode18	terpene-precursor	1
PAQ89233.barcode20	NI-siderophore	3
PAQ89233.barcode20	NRPS	1
PAQ89233.barcode20	RiPP-like	1
PAQ89233.barcode20	T3PKS	1
PAQ89233.barcode20	cyclic-lactone-autoinducer	1
PAQ89233.barcode20	opine-like-metallophore	1
PAQ89233.barcode20	terpene	1
PAQ89233.barcode20	terpene-precursor	1
PAQ89233.barcode21	NI-siderophore	1
PAQ89233.barcode21	NRPS	5
PAQ89233.barcode21	NRPS-like	4
PAQ89233.barcode21	RRE-containing	2
PAQ89233.barcode21	T1PKS	1
PAQ89233.barcode21	T3PKS	2
PAQ89233.barcode21	lanthipeptide-class-ii	1
PAQ89233.barcode21	lassopeptide	1
PAQ89233.barcode21	opine-like-metallophore	1
PAQ89233.barcode21	proteusin	1
PAQ89233.barcode21	terpene	1
PAQ89233.barcode21	terpene-precursor	1
PAQ89233.barcode21	transAT-PKS	1
PAQ89233.barcode21	transAT-PKS-like	2
PAQ89233.barcode21	triceptide	1
PAQ89233.barcode22	NAPAA	1
PAQ89233.barcode22	NI-siderophore	1
PAQ89233.barcode22	NRPS-like	1
PAQ89233.barcode22	RiPP-like	1
PAQ89233.barcode22	T3PKS	2
PAQ89233.barcode22	betalactone	1
PAQ89233.barcode22	linaridin	1
PAQ89233.barcode22	terpene	1
PAQ89233.barcode22	terpene-precursor	1
PAQ89233.barcode23	NAPAA	1
PAQ89233.barcode23	RiPP-like	1
PAQ89233.barcode23	T1PKS	1
PAQ89233.barcode23	T3PKS	2
PAQ89233.barcode23	betalactone	1
PAQ89233.barcode23	hydrogen-cyanide	1
PAQ89233.barcode23	lanthipeptide-class-iii	1
PAQ89233.barcode23	terpene	1
PAQ89233.barcode23	terpene-precursor	1
PAQ89233.barcode24	NI-siderophore	1
PAQ89233.barcode24	NRPS	8
PAQ89233.barcode24	NRPS-like	1
PAQ89233.barcode24	PKS-like	1
PAQ89233.barcode24	RRE-containing	1
PAQ89233.barcode24	RiPP-like	1
PAQ89233.barcode24	T3PKS	1
PAQ89233.barcode24	cyclic-lactone-autoinducer	1
PAQ89233.barcode24	lanthipeptide-class-i	1
PAQ89233.barcode24	lassopeptide	1
PAQ89233.barcode24	phosphonate	1
PAQ89233.barcode24	proteusin	1
PAQ89233.barcode24	terpene-precursor	2
PAQ89233.barcode24	transAT-PKS	3
PAQ89233.barcode24	transAT-PKS-like	2
PAQ89233.barcode26	NI-siderophore	1
PAQ89233.barcode26	NRP-metallophore	1
PAQ89233.barcode26	NRPS	28
PAQ89233.barcode26	NRPS-like	3
PAQ89233.barcode26	PKS-like	1
PAQ89233.barcode26	RRE-containing	1
PAQ89233.barcode26	RiPP-like	1
PAQ89233.barcode26	T1PKS	4
PAQ89233.barcode26	T3PKS	2
PAQ89233.barcode26	azole-containing-RiPP	1
PAQ89233.barcode26	betalactone	1
PAQ89233.barcode26	cyclic-lactone-autoinducer	1
PAQ89233.barcode26	terpene	1
PAQ89233.barcode26	terpene-precursor	1
PAQ89233.barcode26	transAT-PKS	2
PAQ89233.barcode26	transAT-PKS-like	3
PAQ89233.barcode27	NAPAA	2
PAQ89233.barcode27	NI-siderophore	1
PAQ89233.barcode27	NRPS-like	1
PAQ89233.barcode27	RRE-containing	1
PAQ89233.barcode27	T3PKS	1
PAQ89233.barcode27	betalactone	1
PAQ89233.barcode27	terpene	1
PAQ89233.barcode27	terpene-precursor	1
PAQ89233.barcode30	NAPAA	1
PAQ89233.barcode30	NI-siderophore	2
PAQ89233.barcode30	NRPS	2
PAQ89233.barcode30	RiPP-like	1
PAQ89233.barcode30	T3PKS	2
PAQ89233.barcode30	azole-containing-RiPP	1
PAQ89233.barcode30	betalactone	1
PAQ89233.barcode30	linaridin	1
PAQ89233.barcode30	terpene	3
PAQ89233.barcode30	terpene-precursor	2
PAQ89233.barcode31	RiPP-like	1
PAQ89233.barcode31	lanthipeptide-class-ii	1
PAQ89233.barcode31	terpene	1
PAQ89233.barcode31	transAT-PKS-like	5
PAQ89233.barcode32	NI-siderophore	1
PAQ89233.barcode32	NRPS	3
PAQ89233.barcode32	NRPS-like	1
PAQ89233.barcode32	azole-containing-RiPP	1
PAQ89233.barcode32	terpene	2
PAQ89233.barcode33	CDPS	1
PAQ89233.barcode33	NRP-metallophore	1
PAQ89233.barcode33	NRPS	5
PAQ89233.barcode33	PKS-like	1
PAQ89233.barcode33	T3PKS	2
PAQ89233.barcode33	betalactone	1
PAQ89233.barcode33	other	1
PAQ89233.barcode33	ranthipeptide	1
PAQ89233.barcode33	sactipeptide	2
PAQ89233.barcode33	terpene	2
PAQ89233.barcode33	terpene-precursor	2
PAQ89233.barcode33	transAT-PKS	1
PAQ89233.barcode34	NI-siderophore	1
PAQ89233.barcode34	NRPS	8
PAQ89233.barcode34	NRPS-like	2
PAQ89233.barcode34	PKS-like	1
PAQ89233.barcode34	T3PKS	1
PAQ89233.barcode34	cyclic-lactone-autoinducer	2
PAQ89233.barcode34	lanthipeptide-class-i	1
PAQ89233.barcode34	lassopeptide	2
PAQ89233.barcode34	proteusin	1
PAQ89233.barcode34	terpene-precursor	2
PAQ89233.barcode34	transAT-PKS	1
PAQ89233.barcode34	transAT-PKS-like	1
PAQ89233.barcode36	NI-siderophore	1
PAQ89233.barcode36	NRPS	6
PAQ89233.barcode36	NRPS-like	2
PAQ89233.barcode36	PKS-like	1
PAQ89233.barcode36	RRE-containing	1
PAQ89233.barcode36	T3PKS	1
PAQ89233.barcode36	cyclic-lactone-autoinducer	3
PAQ89233.barcode36	lanthipeptide-class-i	1
PAQ89233.barcode36	lassopeptide	1
PAQ89233.barcode36	phosphonate	1
PAQ89233.barcode36	proteusin	1
PAQ89233.barcode36	terpene-precursor	2
PAQ89233.barcode36	transAT-PKS	2
PAQ89233.barcode36	transAT-PKS-like	2
PAQ89233.barcode37	NI-siderophore	1
PAQ89233.barcode37	RiPP-like	2
PAQ89233.barcode38	NI-siderophore	3
PAQ89233.barcode38	NRPS	1
PAQ89233.barcode38	RiPP-like	1
PAQ89233.barcode38	T3PKS	1
PAQ89233.barcode38	cyclic-lactone-autoinducer	1
PAQ89233.barcode38	opine-like-metallophore	1
PAQ89233.barcode38	terpene	1
PAQ89233.barcode38	terpene-precursor	1
PAQ89233.barcode39	NRP-metallophore	1
PAQ89233.barcode39	NRPS	5
PAQ89233.barcode39	PKS-like	1
PAQ89233.barcode39	RiPP-like	1
PAQ89233.barcode39	T3PKS	2
PAQ89233.barcode39	betalactone	1
PAQ89233.barcode39	lanthipeptide-class-ii	1
PAQ89233.barcode39	other	1
PAQ89233.barcode39	terpene	2
PAQ89233.barcode39	terpene-precursor	2
PAQ89233.barcode39	transAT-PKS	5
PAQ89233.barcode40	NAGGN	1
PAQ89233.barcode40	NI-siderophore	1
PAQ89233.barcode40	NRP-metallophore	1
PAQ89233.barcode40	NRPS	2
PAQ89233.barcode40	NRPS-like	1
PAQ89233.barcode40	RiPP-like	3
PAQ89233.barcode40	arylpolyene	1
PAQ89233.barcode40	betalactone	1
PAQ89233.barcode40	hydrogen-cyanide	1
PAQ89233.barcode40	ranthipeptide	2
PAQ89233.barcode40	redox-cofactor	2
PAQ89233.barcode40	terpene-precursor	1
PAQ89233.barcode41	NAGGN	1
PAQ89233.barcode41	NI-siderophore	1
PAQ89233.barcode41	NRP-metallophore	1
PAQ89233.barcode41	NRPS	2
PAQ89233.barcode41	NRPS-like	1
PAQ89233.barcode41	RiPP-like	2
PAQ89233.barcode41	arylpolyene	1
PAQ89233.barcode41	betalactone	1
PAQ89233.barcode41	hydrogen-cyanide	2
PAQ89233.barcode41	lanthipeptide-class-ii	1
PAQ89233.barcode41	ranthipeptide	1
PAQ89233.barcode41	redox-cofactor	2
PAQ89233.barcode41	terpene-precursor	1
PAQ89233.barcode42	NAGGN	1
PAQ89233.barcode42	NRP-metallophore	1
PAQ89233.barcode42	NRPS	3
PAQ89233.barcode42	NRPS-like	1
PAQ89233.barcode42	RiPP-like	5
PAQ89233.barcode42	arylpolyene	1
PAQ89233.barcode42	betalactone	1
PAQ89233.barcode42	hydrogen-cyanide	1
PAQ89233.barcode42	redox-cofactor	1
PAQ89233.barcode42	terpene-precursor	1
PAQ89233.barcode44	NAGGN	1
PAQ89233.barcode44	NAPAA	1
PAQ89233.barcode44	NRP-metallophore	2
PAQ89233.barcode44	NRPS	4
PAQ89233.barcode44	NRPS-like	1
PAQ89233.barcode44	RiPP-like	3
PAQ89233.barcode44	arylpolyene	1
PAQ89233.barcode44	betalactone	1
PAQ89233.barcode44	hserlactone	1
PAQ89233.barcode44	hydrogen-cyanide	3
PAQ89233.barcode44	redox-cofactor	1
PAQ89233.barcode44	terpene	1
PAQ89233.barcode44	terpene-precursor	1
PAQ89233.barcode45	NI-siderophore	1
PAQ89233.barcode45	NRP-metallophore	1
PAQ89233.barcode45	NRPS	5
PAQ89233.barcode45	NRPS-like	1
PAQ89233.barcode45	PUFA	1
PAQ89233.barcode45	RiPP-like	1
PAQ89233.barcode45	T1PKS	1
PAQ89233.barcode45	arylpolyene	1
PAQ89233.barcode45	hglE-KS	1
PAQ89233.barcode45	hserlactone	1
PAQ89233.barcode45	other	1
PAQ89233.barcode45	terpene	1
PAQ89233.barcode45	terpene-precursor	1
PAQ89233.barcode46	NI-siderophore	1
PAQ89233.barcode46	NRPS	4
PAQ89233.barcode46	NRPS-like	3
PAQ89233.barcode46	T1PKS	2
PAQ89233.barcode46	arylpolyene	1
PAQ89233.barcode46	hglE-KS	1
PAQ89233.barcode46	other	1
PAQ89233.barcode46	terpene	1
PAQ89233.barcode46	terpene-precursor	1
PAQ89233.barcode48	NI-siderophore	1
PAQ89233.barcode48	NRPS	1
PAQ89233.barcode48	RRE-containing	1
PAQ89233.barcode48	terpene	1
PAQ89233.barcode48	terpene-precursor	1
PAQ89233.barcode49	NI-siderophore	1
PAQ89233.barcode49	terpene	1
PAQ89233.barcode50	NI-siderophore	1
PAQ89233.barcode50	NRPS	3
PAQ89233.barcode50	RRE-containing	1
PAQ89233.barcode50	azole-containing-RiPP	1
PAQ89233.barcode50	terpene	2
PAQ89233.barcode53	NI-siderophore	1
PAQ89233.barcode53	NRPS	2
PAQ89233.barcode53	T3PKS	1
PAQ89233.barcode53	azole-containing-RiPP	1
PAQ89233.barcode53	lassopeptide	1
PAQ89233.barcode53	terpene	2
PAQ89233.barcode53	terpene-precursor	1
PAQ89233.barcode54	NI-siderophore	1
PAQ89233.barcode54	azole-containing-RiPP	1
PAQ89233.barcode54	terpene	2
PAQ89233.barcode55	NAGGN	1
PAQ89233.barcode55	NRP-metallophore	1
PAQ89233.barcode55	NRPS	2
PAQ89233.barcode55	NRPS-like	2
PAQ89233.barcode55	RiPP-like	2
PAQ89233.barcode55	arylpolyene	1
PAQ89233.barcode55	betalactone	1
PAQ89233.barcode55	hydrogen-cyanide	1
PAQ89233.barcode55	ranthipeptide	1
PAQ89233.barcode55	redox-cofactor	2
PAQ89233.barcode55	terpene-precursor	1
PAQ89233.barcode56	NAGGN	1
PAQ89233.barcode56	NRP-metallophore	1
PAQ89233.barcode56	NRPS	2
PAQ89233.barcode56	NRPS-like	2
PAQ89233.barcode56	RiPP-like	3
PAQ89233.barcode56	arylpolyene	1
PAQ89233.barcode56	betalactone	1
PAQ89233.barcode56	hydrogen-cyanide	1
PAQ89233.barcode56	ranthipeptide	1
PAQ89233.barcode56	redox-cofactor	2
PAQ89233.barcode56	terpene-precursor	1
PAQ89233.barcode57	NAGGN	1
PAQ89233.barcode57	NI-siderophore	1
PAQ89233.barcode57	NRP-metallophore	1
PAQ89233.barcode57	NRPS	2
PAQ89233.barcode57	NRPS-like	1
PAQ89233.barcode57	RiPP-like	3
PAQ89233.barcode57	arylpolyene	1
PAQ89233.barcode57	betalactone	1
PAQ89233.barcode57	ranthipeptide	1
PAQ89233.barcode57	redox-cofactor	2
PAQ89233.barcode57	terpene-precursor	1
PAQ89233.barcode58	NI-siderophore	1
PAQ89233.barcode58	NRPS	1
PAQ89233.barcode58	NRPS-like	1
PAQ89233.barcode58	T3PKS	1
PAQ89233.barcode58	azole-containing-RiPP	1
PAQ89233.barcode58	betalactone	1
PAQ89233.barcode58	lassopeptide	1
PAQ89233.barcode58	terpene	2
PAQ89233.barcode58	terpene-precursor	1
PAQ89233.barcode59	NI-siderophore	1
PAQ89233.barcode59	NRPS	5
PAQ89233.barcode59	NRPS-like	1
PAQ89233.barcode59	T1PKS	1
PAQ89233.barcode59	T3PKS	2
PAQ89233.barcode59	lanthipeptide-class-ii	1
PAQ89233.barcode59	lassopeptide	1
PAQ89233.barcode59	opine-like-metallophore	1
PAQ89233.barcode59	proteusin	1
PAQ89233.barcode59	terpene	1
PAQ89233.barcode59	terpene-precursor	2
PAQ89233.barcode59	transAT-PKS	2
PAQ89233.barcode59	triceptide	1
PAQ89233.barcode60	NI-siderophore	1
PAQ89233.barcode60	NRPS	1
PAQ89233.barcode60	NRPS-like	1
PAQ89233.barcode60	T3PKS	1
PAQ89233.barcode60	azole-containing-RiPP	1
PAQ89233.barcode60	betalactone	1
PAQ89233.barcode60	terpene	2
PAQ89233.barcode60	terpene-precursor	1
PAQ89233.barcode62	NRPS	2
PAQ89233.barcode62	NRPS-like	1
PAQ89233.barcode62	terpene	1
PAQ89233.barcode63	NI-siderophore	1
PAQ89233.barcode63	NRP-metallophore	1
PAQ89233.barcode63	NRPS	3
PAQ89233.barcode63	RiPP-like	2
PAQ89233.barcode63	T1PKS	1
PAQ89233.barcode63	azole-containing-RiPP	1
PAQ89233.barcode63	betalactone	1
PAQ89233.barcode63	hydrogen-cyanide	1
PAQ89233.barcode63	terpene	1
PAQ89233.barcode63	terpene-precursor	1
PAQ89233.barcode64	NI-siderophore	1
